total_latency_ms,cache_hit_rate,cache_miss_rate,expert_loads,cache_misses,memory_usage_mb,l1_hit_rate,l2_hit_rate,l3_hit_rate,strategy,strategy_name,batch_size,run,sequence_length,complexity_score,timestamp
821.1981595239048,0.9993899463152758,0.0006100536847242558,2,2,1824.0,0.878721327476818,0.12066861883845778,0.0,B,Oracle,16,6,2048,3.0,2025-07-21T21:44:24.369912
820.3926870178268,0.9993899463152758,0.0006100536847242558,2,2,1824.0,0.8757320644216691,0.12359687652513421,6.1005368472425575e-05,B,Oracle,16,7,2048,3.0,2025-07-21T21:44:24.454129
823.8501428771413,0.9991459248413861,0.000854075158613958,6,6,1824.0,0.8746339677891655,0.12445095168374817,6.1005368472425575e-05,B,Oracle,16,8,2048,3.0,2025-07-21T21:44:24.538774
820.838576983456,0.9993289409468034,0.0006710590531966813,3,3,1824.0,0.8735968765251342,0.12567105905319667,6.1005368472425575e-05,B,Oracle,16,9,2048,3.0,2025-07-21T21:44:24.623013
1368.9933266135547,0.9615056124938994,0.038494387506100534,623,623,1254.0,0.9180697901415324,0.04319180087847731,0.0002440214738897023,C,Multi-Look,1,0,2048,8.5,2025-07-21T21:44:25.790417
1409.0398494452243,0.9588213762811127,0.04117862371888726,667,667,1282.5,0.912274280136652,0.04648609077598829,6.1005368472425575e-05,C,Multi-Look,1,1,2048,8.5,2025-07-21T21:44:26.990267
1348.114284175133,0.9630307467057101,0.0369692532942899,598,598,1254.0,0.9178257686676428,0.045021961932650074,0.00018301610541727673,C,Multi-Look,1,2,2048,8.5,2025-07-21T21:44:28.167630
1384.8237773983208,0.9605905319668131,0.03940946803318692,638,638,1197.0,0.9127623230844314,0.04782820888238165,0.0,C,Multi-Look,1,3,2048,8.5,2025-07-21T21:44:29.366518
1369.2934576235973,0.9613836017569546,0.038616398243045386,625,625,1225.5,0.9179477794045876,0.04337481698389458,6.1005368472425575e-05,C,Multi-Look,1,4,2048,8.5,2025-07-21T21:44:30.547993
1383.8791959893397,0.9605295265983407,0.039470473401659344,639,639,1225.5,0.9175817471937531,0.042947779404587605,0.0,C,Multi-Look,1,5,2048,8.5,2025-07-21T21:44:31.893695
1378.0570093906683,0.9609565641776476,0.03904343582235237,632,632,1225.5,0.9167886774036115,0.044167886774036116,0.0,C,Multi-Look,1,6,2048,8.5,2025-07-21T21:44:33.079751
1395.6512408437227,0.9597364568081991,0.04026354319180088,652,652,1111.5,0.9166666666666666,0.043069790141532456,0.0,C,Multi-Look,1,7,2048,8.5,2025-07-21T21:44:34.283244
1378.617864773214,0.9608955588091752,0.03910444119082479,633,633,1254.0,0.9149585163494387,0.045937042459736455,0.0,C,Multi-Look,1,8,2048,8.5,2025-07-21T21:44:35.462750
