strategy,strategy_name,batch_size,run_id,inference_latency_ms,memory_usage_mb,cache_hit_rate,prefetch_accuracy,total_experts_loaded,cache_misses
D,TopK,4,9,899.0800000000038,3584.0,0.99365234375,0.0,162,39
D,TopK,8,0,1711.5600000000072,3584.0,0.9949544270833334,0.0,152,31
D,TopK,8,1,1594.632000000007,3584.0,0.9925130208333334,0.0,168,46
D,TopK,8,2,1576.9680000000074,3584.0,0.99462890625,0.0,155,33
D,TopK,8,3,1386.4640000000072,3584.0,0.9947916666666666,0.0,154,32
D,TopK,8,4,1744.9120000000073,3584.0,0.994140625,0.0,158,36
D,TopK,8,5,1593.672000000007,3584.0,0.9934895833333334,0.0,160,40
D,TopK,8,6,1730.296000000007,3584.0,0.99267578125,0.0,164,45
D,TopK,8,7,1525.7840000000072,3584.0,0.9954427083333334,0.0,151,28
D,TopK,8,8,1732.4400000000073,3584.0,0.9930013020833334,0.0,166,43
D,TopK,8,9,1571.720000000007,3584.0,0.9944661458333334,0.0,151,34
D,TopK,16,0,3124.7040000000143,3584.0,0.9944661458333334,0.0,157,34
D,TopK,16,1,3319.6000000000145,3584.0,0.9944661458333334,0.0,157,34
D,TopK,16,2,3652.6880000000147,3584.0,0.9944661458333334,0.0,152,34
D,TopK,16,3,3057.7760000000144,3584.0,0.9952799479166666,0.0,151,29
D,TopK,16,4,3329.1040000000144,3584.0,0.9931640625,0.0,161,42
D,TopK,16,5,2782.384000000014,3584.0,0.9969075520833334,0.0,143,19
D,TopK,16,6,3481.4240000000145,3584.0,0.9938151041666666,0.0,161,38
D,TopK,16,7,3331.2480000000146,3584.0,0.9944661458333334,0.0,154,34
D,TopK,16,8,3673.7920000000154,3584.0,0.9944661458333334,0.0,154,34
D,TopK,16,9,3302.016000000014,3584.0,0.9943033854166666,0.0,158,35
E,Intelligent,1,0,177.71400000000094,3584.0,0.9933268229166666,0.0,158,41
E,Intelligent,1,1,178.93200000000093,3584.0,0.9944661458333334,0.0,151,34
E,Intelligent,1,2,169.1870000000009,3584.0,0.9949544270833334,0.0,146,31
E,Intelligent,1,3,185.8450000000009,3584.0,0.9943033854166666,0.0,149,35
E,Intelligent,1,4,161.05700000000093,3584.0,0.9951171875,0.0,151,30
E,Intelligent,1,5,162.40200000000092,3584.0,0.9943033854166666,0.0,156,35
E,Intelligent,1,6,185.44900000000092,3584.0,0.9938151041666666,0.0,150,38
E,Intelligent,1,7,173.49200000000093,3584.0,0.994140625,0.0,157,36
E,Intelligent,1,8,181.6210000000009,3584.0,0.9939778645833334,0.0,156,37
E,Intelligent,1,9,170.4530000000009,3584.0,0.9951171875,0.0,146,30
E,Intelligent,2,0,339.32400000000183,3584.0,0.9944661458333334,0.0,153,34
E,Intelligent,2,1,341.60000000000184,3584.0,0.9934895833333334,0.0,157,40
E,Intelligent,2,2,316.89600000000183,3584.0,0.9952799479166666,0.0,150,29
E,Intelligent,2,3,311.7680000000018,3584.0,0.9964192708333334,0.0,143,22
E,Intelligent,2,4,332.46000000000186,3584.0,0.9954427083333334,0.0,149,28
E,Intelligent,2,5,360.80800000000187,3584.0,0.99462890625,0.0,150,33
E,Intelligent,2,6,387.16200000000185,3584.0,0.9918619791666666,0.0,165,50
E,Intelligent,2,7,393.33200000000187,3584.0,0.9931640625,0.0,161,42
E,Intelligent,2,8,350.2100000000018,3584.0,0.99365234375,0.0,160,39
E,Intelligent,2,9,375.07800000000185,3584.0,0.994140625,0.0,157,36
E,Intelligent,4,0,716.2360000000037,3584.0,0.994140625,0.0,154,36
E,Intelligent,4,1,779.7000000000037,3584.0,0.9930013020833334,0.0,157,43
E,Intelligent,4,2,765.9720000000037,3584.0,0.99267578125,0.0,162,45
E,Intelligent,4,3,757.6200000000036,3584.0,0.9934895833333334,0.0,157,40
E,Intelligent,4,4,724.5880000000037,3584.0,0.994140625,0.0,154,36
E,Intelligent,4,5,695.5440000000037,3584.0,0.9930013020833334,0.0,161,43
E,Intelligent,4,6,737.2440000000037,3584.0,0.994140625,0.0,155,36
E,Intelligent,4,7,706.3040000000037,3584.0,0.9939778645833334,0.0,154,37
E,Intelligent,4,8,741.7960000000036,3584.0,0.9943033854166666,0.0,149,35
E,Intelligent,4,9,744.2000000000037,3584.0,0.9933268229166666,0.0,157,41
E,Intelligent,8,0,1411.5840000000073,3584.0,0.99462890625,0.0,154,33
E,Intelligent,8,1,1497.5040000000074,3584.0,0.9925130208333334,0.0,156,46
E,Intelligent,8,2,1442.2160000000074,3584.0,0.99365234375,0.0,153,39
E,Intelligent,8,3,1457.7840000000074,3584.0,0.9947916666666666,0.0,153,32
E,Intelligent,8,4,1312.1200000000072,3584.0,0.99560546875,0.0,146,27
E,Intelligent,8,5,1404.6320000000073,3584.0,0.9933268229166666,0.0,154,41
E,Intelligent,8,6,1586.2240000000074,3584.0,0.9923502604166666,0.0,162,47
E,Intelligent,8,7,1490.5520000000074,3584.0,0.9930013020833334,0.0,164,43
E,Intelligent,8,8,1507.9040000000073,3584.0,0.994140625,0.0,153,36
E,Intelligent,8,9,1398.0480000000073,3584.0,0.9949544270833334,0.0,151,31
E,Intelligent,16,0,2825.216000000015,3584.0,0.9944661458333334,0.0,153,34
E,Intelligent,16,1,2801.6640000000148,3584.0,0.994140625,0.0,154,36
E,Intelligent,16,2,2940.1120000000146,3584.0,0.9925130208333334,0.0,164,46
E,Intelligent,16,3,2795.3440000000146,3584.0,0.9943033854166666,0.0,149,35
E,Intelligent,16,4,2905.952000000015,3584.0,0.9934895833333334,0.0,160,40
E,Intelligent,16,5,2671.5680000000148,3584.0,0.9951171875,0.0,147,30
E,Intelligent,16,6,3343.5520000000147,3584.0,0.9921875,0.0,164,48
E,Intelligent,16,7,2679.9200000000146,3584.0,0.9954427083333334,0.0,149,28
E,Intelligent,16,8,2843.408000000015,3584.0,0.9944661458333334,0.0,154,34
E,Intelligent,16,9,2643.7280000000146,3584.0,0.9954427083333334,0.0,144,28
